car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
Tata Nexon,Tata,Nexon,3,50000,Individual,Petrol,Manual,17.0,1198,108.5,5,750000
Maruti Swift,Maruti,Swift,3,50000,Individual,Diesel,Manual,28.4,1248,74.0,5,750000
Maruti Swift Dzire,Maruti,Swift Dzire,3,48000,Dealer,Petrol,Automatic,21.21,1197,81.8,5,765000
Hyundai Grand,Hyundai,Grand,5,46861,Dealer,Petrol,Automatic,18.9,1197,82.0,5,571000
Hyundai i20,Hyundai,i20,4,34300,Dealer,Petrol,Manual,18.6,1197,81.83,5,600000
Mahindra Bolero,Mahindra,Bolero,7,56467,Dealer,Diesel,Manual,15.96,2523,62.1,7,625000
Maruti Swift Dzire,Maruti,Swift Dzire,4,46122,Dealer,Petrol,Automatic,22.0,1197,81.8,5,650000
Renault Duster,Renault,Duster,9,130000,Individual,Diesel,Manual,20.46,1461,83.8,5,440000
Maruti Alto,Maruti,Alto,13,75000,Dealer,Petrol,Manual,19.7,796,46.3,5,125000
Maruti Baleno,Maruti,Baleno,4,32000,Dealer,Diesel,Manual,27.39,1248,74.0,5,765000
Mahindra Scorpio,Mahindra,Scorpio,9,74841,Dealer,Diesel,Manual,15.4,2523,75.0,7,440000
Maruti Baleno,Maruti,Baleno,4,25000,Individual,Petrol,Manual,21.4,1197,83.1,5,590000
Maruti Swift Dzire,Maruti,Swift Dzire,6,52000,Individual,Petrol,Manual,20.85,1197,83.14,5,440000
Hyundai i10,Hyundai,i10,11,60000,Individual,Petrol,Manual,20.36,1197,78.9,5,235000
Maruti Alto,Maruti,Alto,12,63000,Individual,Petrol,Manual,19.7,796,46.3,5,110000
Ford Ecosport,Ford,Ecosport,4,17000,Dealer,Diesel,Manual,23.0,1498,98.96,5,730000
Maruti Vitara,Maruti,Vitara,5,42000,Dealer,Diesel,Manual,24.3,1248,88.5,5,725000
Honda City,Honda,City,8,70000,Individual,Petrol,Manual,16.8,1497,116.3,5,545000
Maruti Alto,Maruti,Alto,8,23460,Dealer,Petrol,Manual,23.95,998,67.05,5,240000
Maruti Swift,Maruti,Swift,5,20000,Individual,Petrol,Manual,21.21,1197,81.8,5,450000
Maruti Vitara,Maruti,Vitara,4,32000,Individual,Diesel,Manual,24.3,1248,88.5,5,925000
Hyundai i20,Hyundai,i20,3,12000,Dealer,Petrol,Manual,18.6,1197,81.83,5,650000
BMW 5,BMW,5,3,34000,Dealer,Diesel,Automatic,22.48,1995,187.74,5,3700000
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,10,56000,Dealer,Diesel,Automatic,14.21,2143,203.0,5,1235000
Maruti Wagon R,Maruti,Wagon R,6,18650,Dealer,Petrol,Manual,21.5,1197,81.8,5,299000
Renault KWID,Renault,KWID,1,10000,Individual,Petrol,Manual,23.01,999,67.0,5,470000
Toyota Innova,Toyota,Innova,8,120000,Individual,Diesel,Manual,12.99,2494,100.6,8,955000
Ford Aspire,Ford,Aspire,3,57350,Individual,Diesel,Manual,25.83,1498,99.0,5,659000
Honda Jazz,Honda,Jazz,6,127357,Dealer,Diesel,Manual,27.3,1498,98.6,5,235000
Maruti Baleno,Maruti,Baleno,5,60201,Trustmark Dealer,Petrol,Manual,21.01,1197,81.8,5,490000
Hyundai Grand,Hyundai,Grand,7,25000,Dealer,Petrol,Manual,18.9,1197,82.0,5,500000
Maruti Alto,Maruti,Alto,15,15000,Individual,Petrol,Manual,19.7,796,46.3,5,120000
Tata Safari,Tata,Safari,12,80000,Individual,Diesel,Manual,13.93,2179,138.0,7,265000
Maruti Vitara,Maruti,Vitara,4,91062,Dealer,Diesel,Manual,24.3,1248,88.5,5,900000
Hyundai Creta,Hyundai,Creta,4,60369,Dealer,Diesel,Automatic,17.01,1582,126.2,5,1350000
Maruti Wagon R,Maruti,Wagon R,3,27823,Trustmark Dealer,CNG,Manual,32.52,998,58.33,5,425000
Toyota Innova,Toyota,Innova,11,120000,Individual,Diesel,Manual,12.8,2494,102.0,8,500000
Hyundai Grand,Hyundai,Grand,5,20000,Dealer,Petrol,Manual,18.9,1197,82.0,5,500000
Mahindra XUV500,Mahindra,XUV500,4,34000,Dealer,Diesel,Automatic,16.0,1997,140.0,7,1175000
Mahindra XUV500,Mahindra,XUV500,6,72500,Dealer,Diesel,Manual,15.1,2179,140.0,7,811000
Hyundai Grand,Hyundai,Grand,5,60000,Individual,Petrol,Manual,18.9,1197,82.0,5,360000
Maruti Celerio,Maruti,Celerio,5,24262,Dealer,Petrol,Automatic,23.1,998,67.04,5,460000
Hyundai Verna,Hyundai,Verna,6,52323,Dealer,Diesel,Automatic,19.08,1582,126.2,5,665000
BMW 7,BMW,7,6,60000,Dealer,Diesel,Automatic,14.49,2993,258.0,5,3900000
Maruti Swift,Maruti,Swift,6,48000,Dealer,Petrol,Manual,16.1,1298,88.2,5,480000
Ford Ecosport,Ford,Ecosport,7,80900,Dealer,Diesel,Manual,22.7,1498,89.84,5,475000
MG Hector,MG,Hector,1,4800,Dealer,Petrol,Manual,15.81,1451,141.0,5,1800000
Honda Amaze,Honda,Amaze,8,28802,Dealer,Petrol,Automatic,15.5,1198,86.7,5,450000
Hyundai Santro,Hyundai,Santro,1,1000,Individual,Petrol,Automatic,20.3,1086,68.07,5,550000
Renault KWID,Renault,KWID,4,25000,Individual,Petrol,Manual,23.01,999,67.0,5,310000
Maruti Ertiga,Maruti,Ertiga,7,36000,Dealer,Petrol,Manual,16.02,1373,93.7,7,645000
Maruti Wagon R,Maruti,Wagon R,8,17568,Dealer,Petrol,Manual,18.9,998,67.1,5,389000
Maruti Swift,Maruti,Swift,6,52000,Dealer,Petrol,Manual,20.4,1197,81.8,5,435000
Mahindra XUV500,Mahindra,XUV500,6,70000,Individual,Diesel,Manual,15.1,2179,140.0,7,800000
Mahindra XUV500,Mahindra,XUV500,4,50000,Dealer,Diesel,Automatic,16.0,2179,140.0,7,1250000
Honda City,Honda,City,3,25000,Individual,Petrol,Manual,17.4,1497,117.3,5,750000
Hyundai i20,Hyundai,i20,7,69000,Dealer,Diesel,Manual,22.54,1396,88.73,5,599000
Ford Figo,Ford,Figo,8,43000,Dealer,Petrol,Manual,15.6,1196,70.0,5,410000
Maruti Celerio,Maruti,Celerio,2,25202,Dealer,Petrol,Automatic,21.63,998,67.04,5,595000
Maruti Swift Dzire,Maruti,Swift Dzire,6,85000,Individual,Diesel,Manual,26.59,1248,74.0,5,470000
Maruti Wagon R,Maruti,Wagon R,10,78000,Dealer,CNG,Manual,26.2,998,58.2,5,210000
Maruti Ciaz,Maruti,Ciaz,3,19000,Dealer,Petrol,Automatic,19.12,1373,91.1,5,950000
Mahindra XUV500,Mahindra,XUV500,4,89200,Individual,Diesel,Automatic,16.0,2179,140.0,7,1650000
Tata Hexa,Tata,Hexa,4,50000,Individual,Diesel,Manual,17.6,2179,153.86,7,1500000
Maruti Swift Dzire,Maruti,Swift Dzire,5,38000,Dealer,Diesel,Manual,23.4,1248,74.0,5,625000
Hyundai Creta,Hyundai,Creta,4,54000,Dealer,Diesel,Automatic,17.01,1582,126.2,5,1195000
Toyota Innova,Toyota,Innova,6,75000,Dealer,Diesel,Manual,12.99,2494,100.0,7,970000
Maruti Alto,Maruti,Alto,15,72145,Individual,Petrol,Manual,19.7,796,46.3,5,65000
Renault Duster,Renault,Duster,9,68000,Dealer,Diesel,Manual,19.01,1461,108.45,5,375000
Maruti Ciaz,Maruti,Ciaz,4,480000,Dealer,Diesel,Manual,28.09,1248,88.5,5,725000
Honda City,Honda,City,6,53000,Dealer,Petrol,Manual,17.4,1497,117.3,5,610000
Mahindra Scorpio,Mahindra,Scorpio,4,35000,Dealer,Diesel,Manual,15.4,1997,120.0,7,1290000
Hyundai i20,Hyundai,i20,6,31695,Dealer,Petrol,Manual,18.6,1197,81.83,5,589000
Mahindra XUV500,Mahindra,XUV500,4,30000,Dealer,Diesel,Manual,16.0,2179,140.0,7,1475000
Hyundai i20,Hyundai,i20,3,38000,Individual,Diesel,Manual,22.54,1396,88.73,5,750000
Hyundai Grand,Hyundai,Grand,2,5000,Individual,Petrol,Automatic,20.7,1197,81.86,5,650000
Maruti Swift,Maruti,Swift,10,94991,Dealer,Petrol,Manual,18.6,1197,85.8,5,315000
Maruti Baleno,Maruti,Baleno,3,19000,Dealer,Petrol,Automatic,19.56,1197,81.8,5,699000
Maruti Swift,Maruti,Swift,9,48000,Individual,Diesel,Manual,22.9,1248,74.0,5,400000
Maruti Swift Dzire,Maruti,Swift Dzire,8,120000,Individual,Diesel,Manual,23.4,1248,74.0,5,330000
Mercedes-Benz GL-Class,Mercedes-Benz,GL-Class,7,50000,Dealer,Diesel,Automatic,11.3,2987,254.8,7,3650000
Mahindra Bolero,Mahindra,Bolero,4,60000,Individual,Diesel,Manual,21.0,1498,74.96,7,545000
Hyundai i10,Hyundai,i10,10,82000,Dealer,Petrol,Manual,20.36,1197,78.9,5,375000
Hyundai Creta,Hyundai,Creta,4,46000,Dealer,Petrol,Automatic,13.0,1591,121.3,5,1095000
Ford Figo,Ford,Figo,6,75000,Dealer,Diesel,Manual,25.83,1498,99.0,5,395000
Hyundai i10,Hyundai,i10,10,78000,Dealer,Petrol,Automatic,16.95,1197,78.9,5,365000
Jaguar XF,Jaguar,XF,7,69000,Dealer,Diesel,Automatic,16.36,2179,187.7,5,2100000
Tata Harrier,Tata,Harrier,2,22000,Individual,Diesel,Manual,17.0,1956,138.1,5,1500000
Maruti Alto,Maruti,Alto,11,100000,Individual,Petrol,Manual,19.7,796,46.3,5,160000
Ford Aspire,Ford,Aspire,4,70000,Individual,Diesel,Manual,25.83,1498,99.0,5,500000
Ford Endeavour,Ford,Endeavour,3,25000,Individual,Diesel,Automatic,10.91,3198,197.0,7,3000000
Hyundai Creta,Hyundai,Creta,6,79825,Dealer,Diesel,Automatic,17.01,1582,126.2,5,1025000
Tata Nexon,Tata,Nexon,4,20000,Individual,Petrol,Manual,17.0,1198,108.5,5,550000
Maruti Swift Dzire,Maruti,Swift Dzire,8,80000,Individual,Diesel,Manual,23.4,1248,74.0,5,400000
Tata Nexon,Tata,Nexon,3,35000,Individual,Diesel,Manual,21.5,1497,108.5,5,775000
Maruti Baleno,Maruti,Baleno,3,50000,Individual,Petrol,Manual,21.4,1197,83.1,5,580000
Honda City,Honda,City,13,46252,Dealer,Petrol,Manual,17.7,1497,78.0,5,225000
Maruti Wagon R,Maruti,Wagon R,17,50000,Individual,Petrol,Manual,18.9,998,67.1,5,62000
Ford Ecosport,Ford,Ecosport,8,80150,Dealer,Petrol,Manual,15.8,1499,110.0,5,500000
Maruti Ertiga,Maruti,Ertiga,4,27000,Dealer,CNG,Manual,17.5,1373,80.46,7,811000
Renault KWID,Renault,KWID,5,20000,Individual,Petrol,Manual,25.17,799,53.3,5,300000
Hyundai Grand,Hyundai,Grand,3,9800,Dealer,Diesel,Manual,24.0,1186,73.97,5,685000
Maruti Swift,Maruti,Swift,12,100000,Individual,Petrol,Manual,16.1,1298,88.2,5,320000
Hyundai i20,Hyundai,i20,5,50507,Dealer,Petrol,Manual,18.6,1197,81.83,5,650000
Toyota Innova,Toyota,Innova,9,112000,Dealer,Diesel,Manual,12.99,2494,100.0,8,710000
Maruti Swift Dzire,Maruti,Swift Dzire,9,70000,Dealer,Diesel,Manual,19.3,1248,73.9,5,485000
Maruti Wagon R,Maruti,Wagon R,6,40000,Individual,Petrol,Automatic,20.51,998,67.04,5,450000
Maruti Wagon R,Maruti,Wagon R,3,4500,Dealer,Petrol,Manual,20.51,998,67.04,5,480000
Tata Hexa,Tata,Hexa,3,30000,Individual,Diesel,Manual,17.6,2179,153.86,7,1400000
Maruti Baleno,Maruti,Baleno,4,44000,Dealer,Diesel,Manual,27.39,1248,74.0,5,685000
Maruti Wagon R,Maruti,Wagon R,4,33200,Dealer,CNG,Manual,26.2,998,58.2,5,350000
BMW X1,BMW,X1,9,92000,Dealer,Diesel,Automatic,17.05,1995,184.0,5,1200000
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,5,19000,Dealer,Diesel,Automatic,19.27,2143,170.0,5,2500000
Toyota Innova,Toyota,Innova,9,120000,Individual,Diesel,Manual,12.99,2494,100.0,7,860000
Hyundai i10,Hyundai,i10,11,70000,Individual,Petrol,Manual,19.81,1086,68.05,5,170000
Mahindra XUV500,Mahindra,XUV500,2,17500,Dealer,Diesel,Manual,15.1,2179,152.87,7,1385000
Maruti Alto,Maruti,Alto,11,11000,Dealer,CNG,Manual,26.83,796,38.4,5,185000
Volkswagen Polo,Volkswagen,Polo,4,50000,Individual,Diesel,Manual,20.14,1498,88.0,5,790000
Maruti Swift,Maruti,Swift,7,70000,Individual,Diesel,Manual,25.2,1248,74.0,5,365000
Maruti Swift,Maruti,Swift,8,63000,Individual,Petrol,Manual,18.6,1197,85.8,5,428000
Maruti Swift,Maruti,Swift,3,69785,Dealer,Petrol,Automatic,22.0,1197,81.8,5,590000
Maruti Alto,Maruti,Alto,9,28000,Dealer,Petrol,Manual,19.7,796,46.3,5,180000
Maruti Vitara,Maruti,Vitara,2,16000,Dealer,Diesel,Manual,24.3,1248,88.5,5,825000
Skoda Superb,Skoda,Superb,10,83000,Dealer,Diesel,Automatic,17.2,1968,138.1,5,675000
BMW X3,BMW,X3,7,66000,Dealer,Diesel,Automatic,16.09,1995,184.0,5,2675000
BMW 7,BMW,7,8,63000,Dealer,Diesel,Automatic,14.49,2993,258.0,5,2250000
Maruti Swift,Maruti,Swift,3,54000,Individual,Diesel,Manual,28.4,1248,74.0,5,685000
Toyota Innova,Toyota,Innova,8,151000,Individual,Diesel,Manual,12.99,2494,100.0,7,750000
Maruti Alto,Maruti,Alto,10,50000,Individual,Petrol,Manual,19.7,796,46.3,5,140000
Maruti Ertiga,Maruti,Ertiga,3,13315,Dealer,Petrol,Manual,19.01,1462,103.26,7,725000
BMW X1,BMW,X1,9,91000,Dealer,Diesel,Automatic,17.05,1995,184.0,5,1195000
Hyundai Santro,Hyundai,Santro,13,69000,Dealer,Petrol,Manual,17.92,1086,62.1,5,125000
Hyundai i20,Hyundai,i20,6,41139,Individual,Diesel,Manual,22.54,1396,88.73,5,700000
Mahindra Bolero,Mahindra,Bolero,11,211000,Individual,Diesel,Manual,13.6,2523,63.0,7,275000
Honda City,Honda,City,4,25000,Individual,Diesel,Manual,26.0,1498,98.6,5,900000
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,6,35000,Dealer,Petrol,Automatic,14.74,1991,181.04,5,2250000
Maruti Ciaz,Maruti,Ciaz,3,41000,Dealer,Petrol,Automatic,19.12,1373,91.1,5,895000
Hyundai i20,Hyundai,i20,8,35000,Dealer,Petrol,Manual,18.6,1197,81.83,5,418000
Mahindra XUV500,Mahindra,XUV500,3,68000,Dealer,Diesel,Manual,16.0,2179,140.0,7,1650000
Honda Jazz,Honda,Jazz,4,19000,Individual,Petrol,Automatic,19.0,1199,88.7,5,735000
Mahindra Scorpio,Mahindra,Scorpio,2,30000,Individual,Diesel,Manual,16.36,2179,140.0,7,1270000
Ford Ecosport,Ford,Ecosport,6,36497,Dealer,Diesel,Manual,21.7,1498,98.96,5,550000
Hyundai Verna,Hyundai,Verna,8,83000,Dealer,Diesel,Automatic,19.08,1582,126.32,5,470000
Honda Amaze,Honda,Amaze,5,44000,Dealer,Petrol,Manual,18.0,1198,86.7,5,450000
Hyundai Grand,Hyundai,Grand,5,78000,Dealer,Diesel,Manual,24.0,1186,73.97,5,395000
Honda City,Honda,City,16,60000,Individual,Petrol,Manual,13.0,1493,100.0,5,225000
Audi A4,Audi,A4,9,60000,Dealer,Diesel,Automatic,16.55,1968,147.51,5,1045000
Ford Ecosport,Ford,Ecosport,6,27000,Dealer,Petrol,Automatic,15.63,1499,110.4,5,750000
Hyundai i20,Hyundai,i20,10,77590,Dealer,Diesel,Manual,21.9,1396,90.0,5,420000
Renault KWID,Renault,KWID,4,19000,Dealer,Petrol,Manual,25.17,799,53.3,5,335000
Hyundai i20,Hyundai,i20,6,72000,Dealer,Diesel,Manual,21.27,1396,88.76,5,600000
Maruti Swift,Maruti,Swift,3,19000,Dealer,Petrol,Automatic,22.0,1197,81.8,5,695000
Hyundai Grand,Hyundai,Grand,2,10000,Individual,Petrol,Automatic,20.7,1197,81.86,5,650000
Maruti Vitara,Maruti,Vitara,4,68100,Dealer,Diesel,Manual,24.3,1248,88.5,5,675000
Maruti Wagon R,Maruti,Wagon R,6,56000,Dealer,Petrol,Manual,20.51,998,67.04,5,395000
Honda City,Honda,City,5,100000,Individual,Diesel,Manual,26.0,1498,98.6,5,850000
Honda WR-V,Honda,WR-V,4,15200,Dealer,Petrol,Manual,17.5,1199,88.7,5,781000
Mahindra XUV500,Mahindra,XUV500,9,92000,Dealer,Diesel,Manual,16.0,2179,140.0,7,550000
Maruti Vitara,Maruti,Vitara,3,23900,Dealer,Diesel,Manual,24.3,1248,88.5,5,1000000
Volkswagen Vento,Volkswagen,Vento,10,59526,Dealer,Diesel,Manual,20.54,1598,103.6,5,375000
Hyundai Verna,Hyundai,Verna,4,72000,Dealer,Diesel,Manual,24.0,1396,88.76,5,698000
Hyundai Verna,Hyundai,Verna,8,78125,Dealer,Petrol,Manual,17.1,1591,121.3,5,450000
Maruti Swift Dzire,Maruti,Swift Dzire,6,61000,Individual,Diesel,Manual,26.59,1248,74.0,5,510000
Maruti Baleno,Maruti,Baleno,4,32000,Dealer,Petrol,Manual,21.01,1197,81.8,5,700000
Mahindra Scorpio,Mahindra,Scorpio,8,66000,Dealer,Diesel,Manual,12.05,2179,120.0,9,500000
Mahindra XUV500,Mahindra,XUV500,8,113000,Dealer,Diesel,Manual,16.0,2179,140.0,7,650000
Maruti Swift,Maruti,Swift,2,5000,Individual,Petrol,Manual,21.21,1197,81.8,5,600000
Volkswagen Vento,Volkswagen,Vento,8,80000,Individual,Diesel,Manual,20.54,1598,103.6,5,525000
Datsun GO,Datsun,GO,2,1041,Dealer,Petrol,Manual,19.02,1198,67.05,5,530000
Toyota Innova,Toyota,Innova,5,40000,Individual,Diesel,Manual,13.68,2393,147.8,7,1500000
Maruti Dzire ZXI,Maruti,Dzire ZXI,7,50000,Dealer,Petrol,Manual,23.26,1197,88.5,5,500000
Maruti Swift Dzire,Maruti,Swift Dzire,10,110000,Individual,Diesel,Manual,19.3,1248,73.9,5,230000
Ford Freestyle,Ford,Freestyle,2,10000,Individual,Diesel,Manual,24.4,1498,98.63,5,800000
Honda Civic,Honda,Civic,14,60000,Individual,Petrol,Automatic,12.9,1799,130.0,5,320000
Hyundai i20,Hyundai,i20,2,3000,Individual,Petrol,Manual,18.6,1197,81.83,5,600000
Maruti Ertiga,Maruti,Ertiga,4,73338,Dealer,CNG,Manual,17.5,1373,80.46,7,800000
Maruti Ertiga,Maruti,Ertiga,9,90000,Individual,Diesel,Manual,20.77,1248,88.8,7,520000
Honda Amaze,Honda,Amaze,7,90000,Individual,Diesel,Manual,25.8,1498,98.6,5,375000
Hyundai Grand,Hyundai,Grand,2,40000,Individual,Petrol,Manual,18.9,1197,81.86,5,600000
Maruti Wagon R,Maruti,Wagon R,11,74804,Dealer,Petrol,Manual,18.9,998,67.1,5,275000
Ford Aspire,Ford,Aspire,5,55000,Dealer,Diesel,Manual,25.83,1498,99.0,5,435000
BMW X1,BMW,X1,3,80000,Dealer,Diesel,Automatic,20.68,1995,190.0,5,2000000
Maruti Swift,Maruti,Swift,8,50000,Individual,Petrol,Manual,18.6,1197,85.8,5,370000
Maruti Eeco,Maruti,Eeco,2,1500,Individual,Petrol,Manual,15.37,1196,73.0,5,380000
Maruti Ertiga,Maruti,Ertiga,3,74000,Individual,Diesel,Manual,24.2,1498,93.87,7,964000
Maruti Alto,Maruti,Alto,7,110000,Individual,Petrol,Manual,22.74,796,47.3,5,180000
Hyundai Verna,Hyundai,Verna,4,15000,Individual,Petrol,Automatic,15.74,1591,121.3,5,750000
Maruti Swift,Maruti,Swift,10,99008,Dealer,Diesel,Manual,22.9,1248,74.0,5,350000
Tata Hexa,Tata,Hexa,3,79000,Individual,Diesel,Manual,17.6,2179,153.86,7,1550000
Ford Figo,Ford,Figo,8,57617,Individual,Diesel,Manual,20.0,1399,68.1,5,200000
Maruti Swift,Maruti,Swift,2,38000,Dealer,Petrol,Manual,20.4,1197,81.8,5,632000
Maruti Celerio,Maruti,Celerio,2,7000,Individual,Petrol,Manual,23.1,998,67.04,5,510000
Toyota Fortuner,Toyota,Fortuner,4,100930,Dealer,Diesel,Automatic,15.04,2755,174.5,7,2925000
Maruti Dzire VXI,Maruti,Dzire VXI,6,54500,Dealer,Petrol,Manual,23.26,1197,88.5,5,452000
Toyota Innova,Toyota,Innova,5,122000,Dealer,Diesel,Manual,12.99,2494,100.6,7,1150000
Honda City,Honda,City,7,55000,Dealer,Diesel,Manual,26.0,1498,98.6,5,549000
Maruti Swift Dzire,Maruti,Swift Dzire,8,70000,Individual,Diesel,Manual,23.4,1248,74.0,5,600000
Hyundai i10,Hyundai,i10,8,15000,Individual,Petrol,Manual,19.81,1086,68.05,5,289000
Toyota Innova,Toyota,Innova,4,68000,Dealer,Diesel,Manual,13.68,2393,147.51,8,1360000
Maruti Wagon R,Maruti,Wagon R,7,83521,Dealer,CNG,Manual,32.52,998,58.33,5,335000
Honda City,Honda,City,7,42000,Dealer,Diesel,Manual,25.1,1498,98.6,5,625000
Hyundai Grand,Hyundai,Grand,5,27471,Dealer,Petrol,Automatic,18.9,1197,82.0,5,480000
Hyundai i10,Hyundai,i10,10,45854,Dealer,Petrol,Automatic,16.95,1197,78.9,5,330000
Renault KWID,Renault,KWID,3,25000,Individual,Petrol,Manual,25.17,799,53.3,5,330000
Maruti Wagon R,Maruti,Wagon R,8,63000,Dealer,CNG,Manual,26.6,998,58.16,5,250000
Honda Jazz,Honda,Jazz,6,19570,Dealer,Petrol,Manual,18.7,1199,88.7,5,560000
Maruti Ciaz,Maruti,Ciaz,4,20000,Individual,Petrol,Manual,20.73,1373,91.1,5,800000
Maruti Ciaz,Maruti,Ciaz,5,62000,Dealer,Diesel,Manual,28.09,1248,88.5,5,725000
Maruti Swift Dzire,Maruti,Swift Dzire,7,90000,Dealer,Diesel,Manual,19.3,1248,73.9,5,410000
Tata Safari,Tata,Safari,13,60000,Individual,Diesel,Manual,11.57,2179,138.1,7,190000
Renault KWID,Renault,KWID,5,14183,Dealer,Petrol,Manual,22.3,799,53.26,5,395000
Volkswagen Polo,Volkswagen,Polo,5,72000,Dealer,Diesel,Manual,20.14,1498,88.0,5,650000
Maruti Wagon R,Maruti,Wagon R,4,25649,Dealer,Petrol,Automatic,21.5,1197,81.8,5,470000
Maruti Ciaz,Maruti,Ciaz,6,13000,Dealer,Petrol,Manual,20.73,1373,91.1,5,640000
Skoda Rapid,Skoda,Rapid,4,19000,Dealer,Petrol,Manual,15.0,1598,103.6,5,725000
Maruti Celerio,Maruti,Celerio,3,42000,Dealer,Petrol,Manual,23.1,998,67.04,5,425000
Maruti XL6,Maruti,XL6,2,4500,Individual,Petrol,Manual,19.01,1462,103.2,6,1040000
Maruti Vitara,Maruti,Vitara,4,20272,Dealer,Diesel,Manual,24.3,1248,88.5,5,862000
Mahindra KUV,Mahindra,KUV,5,30000,Dealer,Diesel,Manual,25.32,1198,77.0,6,580000
Mini Cooper,Mini,Cooper,8,40000,Dealer,Diesel,Automatic,23.8,1998,112.0,5,1800000
Hyundai i20,Hyundai,i20,9,36000,Individual,Petrol,Manual,18.5,1197,80.0,5,350000
Toyota Fortuner,Toyota,Fortuner,8,52000,Individual,Diesel,Manual,12.55,2982,168.5,7,1400000
Hyundai Venue,Hyundai,Venue,1,7066,Dealer,Petrol,Automatic,18.15,998,118.35,5,1185000
BMW 5,BMW,5,11,93800,Dealer,Diesel,Automatic,16.73,2993,218.0,5,1450000
Honda City,Honda,City,7,233000,Individual,Diesel,Manual,25.1,1498,98.6,5,500000
Toyota Fortuner,Toyota,Fortuner,2,590000,Dealer,Diesel,Manual,14.24,2755,174.5,7,2850000
Toyota Fortuner,Toyota,Fortuner,9,82000,Dealer,Diesel,Manual,13.0,2982,168.5,7,1100000
Maruti Ciaz,Maruti,Ciaz,6,75000,Dealer,Diesel,Manual,28.09,1248,88.5,5,625000
Maruti Ignis,Maruti,Ignis,3,30000,Dealer,Petrol,Manual,20.89,1197,81.8,5,570000
Jeep Compass,Jeep,Compass,2,32280,Dealer,Diesel,Manual,17.1,1956,170.63,5,1875000
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,7,69550,Dealer,Diesel,Automatic,14.84,2143,170.0,5,1295000
Maruti Vitara,Maruti,Vitara,3,50000,Individual,Diesel,Manual,24.3,1248,88.5,5,860000
Maruti Dzire VXI,Maruti,Dzire VXI,1,10000,Individual,Petrol,Manual,23.26,1197,88.5,5,550000
Hyundai Grand,Hyundai,Grand,5,27735,Dealer,Petrol,Manual,18.9,1197,81.86,5,500000
Hyundai i20,Hyundai,i20,8,63000,Dealer,Diesel,Manual,21.9,1396,88.76,5,465000
Renault Duster,Renault,Duster,7,64000,Dealer,Diesel,Manual,19.87,1461,83.8,5,395000
Maruti Swift Dzire,Maruti,Swift Dzire,3,54400,Dealer,Diesel,Manual,19.3,1248,73.9,5,580000
Hyundai i20,Hyundai,i20,8,74947,Dealer,Petrol,Manual,18.5,1197,82.9,5,495000
Volkswagen Polo,Volkswagen,Polo,5,69000,Dealer,Diesel,Manual,20.14,1498,88.7,5,695000
Honda City,Honda,City,6,53000,Dealer,Diesel,Manual,26.0,1498,98.6,5,535000
Maruti Swift,Maruti,Swift,12,105000,Individual,Diesel,Manual,17.8,1248,75.0,5,240000
Toyota Fortuner,Toyota,Fortuner,11,64000,Dealer,Diesel,Manual,11.5,2982,171.0,7,1085000
Maruti Swift Dzire,Maruti,Swift Dzire,6,75251,Dealer,Diesel,Manual,23.4,1248,74.0,5,490000
Maruti Baleno,Maruti,Baleno,1,25000,Individual,Petrol,Manual,21.01,1197,81.8,5,700000
Maruti Ertiga,Maruti,Ertiga,4,23000,Dealer,Diesel,Manual,25.47,1248,88.5,7,899000
Honda Amaze,Honda,Amaze,2,35000,Individual,Petrol,Manual,19.5,1199,88.76,5,550000
BMW 7,BMW,7,8,39800,Dealer,Diesel,Automatic,14.49,2993,258.0,5,2550000
Mahindra XUV500,Mahindra,XUV500,9,74000,Dealer,Diesel,Manual,16.0,2179,140.0,7,599000
Honda Amaze,Honda,Amaze,5,53000,Individual,Diesel,Manual,25.8,1498,98.6,5,450000
Hyundai Verna,Hyundai,Verna,9,100000,Individual,Diesel,Manual,23.5,1396,88.7,5,485000
Ford Freestyle,Ford,Freestyle,2,13133,Dealer,Diesel,Manual,24.4,1498,98.63,5,880000
Maruti Swift,Maruti,Swift,5,55000,Dealer,Diesel,Manual,25.2,1248,74.0,5,410000
Renault Duster,Renault,Duster,8,80000,Dealer,Diesel,Manual,19.87,1461,83.8,5,390000
BMW 5,BMW,5,10,85000,Dealer,Diesel,Automatic,18.48,1995,177.0,5,999000
Hyundai Grand,Hyundai,Grand,7,24000,Dealer,Petrol,Automatic,18.9,1197,81.86,5,455000
Renault Duster,Renault,Duster,5,55000,Individual,Diesel,Manual,19.87,1461,83.8,5,600000
Volkswagen Vento,Volkswagen,Vento,6,49000,Dealer,Diesel,Automatic,21.21,1498,103.2,5,695000
Maruti Alto,Maruti,Alto,6,90145,Dealer,Petrol,Manual,22.74,796,47.3,5,290000
Honda City,Honda,City,9,33000,Dealer,Petrol,Manual,17.4,1497,117.3,5,675000
Mahindra KUV,Mahindra,KUV,5,21000,Individual,Petrol,Manual,18.15,1198,82.0,6,400000
Honda Amaze,Honda,Amaze,7,170000,Individual,Diesel,Manual,25.8,1498,98.6,5,450000
